V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
4226.786777748698,4356.401058072035,4392.28452289917,4338.997556561342,4423.691351975779,4105.862167017867,4213.084885642159,4179.983995955583,4512.720093822218,4387.571579797442,3973.496147606336,4223.394441952924,4080.656898987275,3933.7648851646054
4185.643973365678,3780.229694287656,4148.172215696209,4330.042550493702,4217.698478063702,3886.116881693504,4126.426366715526,3955.926069919118,3989.271300408518,4469.988891417742,4243.521220638322,4185.841768985356,4039.792713398377,4020.2768783905235
4129.627957719166,4047.8133818959996,4231.429388363512,4071.846055482975,4056.1704688076325,4184.3037652256135,4263.222928912823,4177.089008192372,3894.571078404512,3908.9361008033848,3939.477926120972,4267.316180864736,4105.927448389753,4355.174183327445
4351.259774837855,4211.9414625635645,4139.668482446841,4067.231821927067,4172.536245553735,3937.4516128340283,4167.559806778796,4171.189693384343,4269.4306089727315,4717.243223427726,4467.073088851826,4116.951866468971,3747.8086834595324,3889.6626653909807
4072.009364599787,4213.5881660932055,4386.483912886645,4499.673756154752,4168.4288216000505,4316.776243804235,4277.877534732994,3954.5339043572853,3740.9455185634642,4087.689692066879,4217.9300585456685,4249.398617240574,4139.51931958008,4204.8955930519605
4067.7195856105823,4231.291496395546,4296.411329510777,3925.969375368234,4357.065213074699,4106.871311386932,4212.121171802222,4107.834316190505,4281.528286672827,3713.124530780287,4008.471840105431,4235.94752500266,4128.630254186284,4205.639758789459
4157.221838471889,3844.4996542358235,4061.26284888158,4220.1902458184595,3782.977382591827,4144.210585247819,3955.1697622098436,4409.053102488362,3948.986713277112,4426.104467669995,4076.897364188433,4152.442537325018,4098.605785524847,3958.8502709283903
4239.0115781992345,4183.608507887358,4299.439058483412,4408.553335434371,4246.2379820302085,4134.481396371776,4041.284922672464,3939.6529787644317,3950.3007606129663,4424.61268325659,3905.7463419305714,4252.954127074829,4332.001009569725,4059.3446600619477
4201.198098958765,4069.7294931072515,4104.784371711487,4426.259044921492,4069.582148927977,4418.598022840054,4227.5410990524115,3906.018586216819,4488.8051563168365,3834.8278849298435,4307.648895524268,4372.272851685528,3957.1544770918135,3938.055001234797
3933.3011376026448,4446.999095215455,4234.536051916475,4542.448526126429,4209.642639047253,4132.679003950276,4012.9392163606844,4188.024336540703,3873.155367097444,4280.303409161238,3928.2570738517047,4281.864561432603,4189.3993570647135,3943.9374523096167
3957.025830897279,4162.290293965539,4352.969022970615,4251.25688007481,4333.654912580479,4693.161604981045,4289.6842282176285,4027.5076872543764,4273.673953542453,4036.766881590608,4022.945500014759,4325.262428942656,3927.646823752001,4030.323563301193
3988.739541006824,4284.122033361049,4264.911928350884,4145.7253001068775,4320.3106880882415,3951.9339409627833,4494.408196776831,4158.708676501942,4041.807285446354,4332.581402632637,3833.0449640234547,4144.400960121672,3882.8333670944817,4225.532421099793
4193.101512231226,4367.7588685017645,3943.553025250961,4118.741479478538,4632.234887731075,4190.0582896494725,4251.443027060741,4231.974013014512,4320.378332659551,4581.74276550455,4400.8388051168595,4151.04064640914,3987.027135308291,4064.6852203295475
3870.378475275987,4025.8448738404845,3690.574412316282,4503.297168906864,4109.428392473787,4293.845891961829,3964.506397757994,4277.612277911245,4302.066346861309,4430.7351637767915,4191.754817077004,4316.753890450957,3901.124158047992,4047.598659619661
4099.602777611687,3802.6295437204526,4491.281828407972,4597.209043374673,3889.9215644626324,4330.760110526016,4037.001365178649,3875.6522284970765,4337.25810952078,4089.6700226710173,4026.714259299165,4053.7971299725964,4439.499066327928,3991.4215974035974
4453.618778705689,4257.929315144546,4271.5400368286,3961.664289928769,3867.994038241816,4035.696032025712,4234.599786128769,3924.9266799810375,4336.741879863279,4017.386520219609,4268.150810230131,4217.5312398591,4608.057862701712,4167.54185713733
4164.81336185993,4535.173782484088,4320.990729023211,4485.260155260491,4161.860458091284,4120.653672268744,4079.344529587025,4126.5278870021975,4526.589273308047,4202.6750993550295,4122.191029828006,4468.273955107213,4200.161158314781,4212.455157405182
3913.5427028303116,4285.464042500627,4059.567187896013,4339.549527510086,3666.1453618538517,4075.012763809127,4067.9754730531095,4210.910335003631,4540.695743769352,4065.8709877216993,4001.1688045235123,4174.832132686786,4259.504001614772,4173.529782131296
4156.497485829828,3932.267857559628,4186.836172443808,4187.317072248673,3891.1251690641866,4485.234636219126,4339.279329937188,3919.052693266215,4037.8862370979064,4361.131228408358,3993.058211755119,4280.05577565277,4166.344139818042,4133.627127959142
4287.206474156938,4383.541482574211,3868.075494008961,4644.709257244134,4158.999618844843,4717.996100248182,4217.466960500806,4235.098594607559,3949.3161273668097,4281.24793996228,4268.956319367649,4213.902152557194,4384.060629120726,4072.6269384396423
4210.645601203707,4052.6667715317813,4174.459225818317,4389.212173340615,4330.628258579748,4402.720886199633,4365.5684006316815,4373.346073539077,4067.8316932372627,3902.067921712046,4122.1302747231775,3969.056496882641,4065.0911955315546,4224.879045293874
4248.688876660667,4009.4560471201066,3939.107154770722,4607.727629820843,4304.43950245914,4354.702768306427,4407.726520050791,4073.0137879235954,4614.032101662037,4179.953567097341,4167.852470190442,4150.820048950293,3891.1098645866678,4511.281864398795
4152.817347110093,4274.159820410113,4001.795477429874,4126.169669128024,4358.326378144899,4549.563152130457,4048.0200829351097,4059.1687570642775,4212.938189189494,4273.866190710949,3866.690122181127,4187.568737729394,4228.004953364939,3943.2810759168433
3958.1274875699196,4294.3275977820595,3953.8845498201676,4237.60721956712,3943.191858304317,4541.769961848916,4274.055255479178,4120.611528172081,4071.742033479312,4263.817599196831,4248.607338351357,4155.40796731815,3723.293439396303,4108.890962753222
4337.613048298009,3911.8684569753796,3945.120356935132,4487.337263405021,4435.6075451826555,4446.815122483405,4021.0418250426915,4382.183448103243,4085.080172064464,4261.684975544565,4226.361551473278,4119.496470057304,4179.534055375396,4100.004732012464
4247.392324653946,4410.270349725459,4247.556926552484,3985.23071087553,3696.627201248678,3984.5612053495565,4137.179283048469,3919.010628495254,4194.6742056544,4318.281740697857,4091.46345349808,4176.081898850449,3761.8946339126746,3937.8165510635
4075.864514767034,4301.041570656541,4212.2183684470065,4167.075812784108,3725.099527136545,4338.649683295989,4158.626788229333,4369.092187520059,4017.2664805226123,3886.5859409074646,4333.979941383794,4206.7522407654105,4556.208521952794,4403.338411093821
4257.401839625822,4098.549499302925,4011.240980065834,4369.850286259823,4395.148693598447,4194.146987132319,4504.830914277629,4065.6643970926166,4056.3836193735647,4033.1367624097197,4280.539804579233,4324.3237329185695,3960.526425391766,4388.638523073601
4273.443586737606,3901.8898889817365,4312.128264774917,4228.997599331757,4109.2181031356085,4511.137360856025,4422.53193958199,4332.967908450306,4132.7971440246365,4390.396180957409,4071.83756667207,4231.777729793435,4213.006437907389,4049.795252490165
4163.150254554871,4194.772120148262,4182.551638115893,4310.738003040173,4055.6904176150274,4035.219373467061,4359.493931288391,4331.345887554325,3978.45932950489,4183.50444096345,4155.918300559969,3984.0941062354073,3964.757312773432,3983.1309831608955
4356.843274025885,4418.409448428233,4066.2168144841785,4720.96665760895,4078.5915080252835,4164.599575231751,4168.588463002726,4110.14404336599,4347.978489182315,4337.964149202315,4145.4134015453365,4198.598631718326,3913.6223858002472,4244.904050502566
4123.409985345675,4250.613459302115,4198.893004824104,3952.434320780673,4252.907305035553,4125.195199829965,4343.346807563792,3844.7854841965122,4036.1802468523083,3901.1717264886174,4148.959653765361,4224.913952062339,4228.886298559831,4128.981364514779
4086.1357373922833,4425.022346763339,4231.630450978379,4348.3544156992775,3995.2775316987395,4344.565486629628,4130.5442577491485,4150.923398130898,4127.87435595268,4323.324086966642,4206.7623859412415,4181.605493586944,4193.587518526744,3844.8638854550777
3973.9777184420286,4542.038038340666,4437.710601345495,4099.216879176441,3952.2024433136803,4179.096307077511,4142.682933671202,4134.301092683129,4323.627672425824,4020.079093291388,4727.399600532583,4420.289055062679,4014.971428842014,4426.728532357746
4560.925814622733,4110.018700418732,4341.7968667188525,4341.224354664431,4238.726078439696,4327.197350060896,4288.323794974128,4170.461022241307,4498.694318207153,4054.227375859635,3912.5697421981204,4269.7540046125205,4112.9071835578125,4132.532520365461
4080.305535937628,4458.586243997575,4106.980471637126,4211.617440546222,3694.772943055031,3956.244092403712,4176.519226586024,4341.43519123313,4056.924870425436,4287.699389090581,4077.809460817235,4174.548323532135,4222.865776628791,4173.3969830146925
4159.731859430252,4105.319710095354,4069.3068306860196,4099.471889264931,4243.408436993433,3842.229922093758,4414.061480551387,4084.7936997260013,4049.121134129006,4522.766430161895,4109.699996840346,4289.46836626912,4138.319823285735,4140.811877620911
4047.695554039306,4094.8391104021566,4072.7455414733463,4020.858474456254,4251.702743794304,4000.570239444977,4007.6368867555684,4190.489681345138,3723.99738819745,4538.5719225621915,4269.177936636837,4112.634294400362,3913.7512479625257,4440.766668269992
4738.844927021923,4133.129741518363,4328.313060695157,4609.649648075652,3900.2284091636066,3962.8741976623255,4131.148906012887,4100.866562176435,4056.2213737064535,4425.904854804068,4183.5880008216845,4056.463774336475,4313.826479374905,4274.543287265194
3960.005399442113,4300.246172125525,3971.0755285411724,4090.943041292627,3871.711488118784,4174.127916564487,4295.7486531424665,4245.430863293763,4059.450370405045,4078.424609066116,4103.307446188844,4184.136159158879,4294.909556683641,4025.253198031158
4281.586879019171,4008.922482404796,3898.4579035888582,4280.682462126424,3945.698668191911,4081.5826323411493,4236.661305730402,4116.619686458125,4338.511609758266,4405.596420639386,4286.839978953954,4363.967759180458,4051.6351508843995,4022.305704012169
4217.958424366058,4259.182835092646,3959.3030277070256,4288.7310037735715,4158.015412742685,3987.6552072763343,3928.5984109131473,4183.5350372735065,4112.179154351034,4198.232798755888,4611.456823925376,4329.2730904757855,4284.54697656699,4177.367192134725
3899.2965916088033,4034.6169883639755,4040.2953262903934,4409.033209430329,4137.03378810323,4362.146734806136,4126.362928362176,4255.569625960285,4146.600521875477,4152.476203784753,4123.349035603787,4290.338477236683,4075.4598723130503,4213.39939544183
4184.647034654877,3970.265506503156,4266.4696800583815,4293.78138320951,4147.860801310799,4017.637481855335,4547.087813965071,4198.105236287939,4364.491838657288,4469.259388100108,4148.195935733259,4146.009708667588,4327.477298671286,4169.789606623166
4394.819114763565,4139.891680133667,4025.8804812420226,4211.445188934932,4146.109557911571,4512.7006800777835,4044.2392639412756,4125.130846438428,4182.445721391462,4212.061633640088,3990.2374875064143,4272.165022936492,4293.107201810853,4145.311889131762
3934.0795053308525,4045.1494362451417,4200.280307151899,4263.345692245681,4170.039224796156,4099.41005669749,4261.44136571997,4182.51584119881,3990.8996769692712,4008.2153375090375,4185.45075261754,4140.00046095984,4298.811081323235,4218.424998050084
4366.154881551009,4093.5130667022977,4062.730673948545,4084.9092789734873,4525.6040657486665,4033.897511650262,4561.410141184418,4197.830130002482,4267.823496806088,4403.378918539004,4125.490728754148,4134.336079580976,3942.243640275207,4180.882085224055
3876.086127108343,4442.149951839114,4110.3536360110165,4372.033351940361,4087.2411034264105,4425.144237798961,4416.501181147964,4227.129760456085,4571.91314014864,4119.634218629978,4204.056049835124,4148.010649437761,3994.8467369177483,3975.667907732311
4031.0815907026117,4081.4700105772226,4309.02402518472,4176.149704468327,4462.4354103448995,4175.497687787979,4162.643601420479,4152.950070945231,4038.6537020451415,4400.234433500375,4406.288540384563,4383.808671196395,4271.078141981273,4511.650211606389
4175.393547972551,4246.921590534191,4309.2736306447705,4250.59658560782,4146.850093948959,4068.091828363301,4400.234046072326,3934.852047243267,4167.481282846166,4189.948820231094,4509.527053404787,4112.1634224871295,3901.1152866463053,4230.303486076046
4088.7201258944174,3782.521145822011,4246.427906386453,4254.141114265249,4186.36037208564,4171.353920242758,4417.87223239781,4299.771016073541,4079.732007360774,4424.641096062959,3999.4612283226966,4294.938341613061,4104.150078172015,4470.923829791604
4137.435166977614,3831.53654245441,3881.8372275184106,3901.00479293466,4203.7687761504885,4150.603977662828,4126.980610103278,4092.3072520300943,4130.945974647372,4278.337769003479,4296.390930080751,4274.99425678712,4054.4231321994507,4145.296992389443
4211.486076282681,4137.335616700754,4018.2754916785234,4030.5614439751153,4145.271458279287,4073.084498594871,4523.966644976265,4092.2286824819107,4230.373075704106,4204.208850404669,4276.917085033558,4329.270265784481,4116.351259439954,3930.723582764788
4013.740013790022,3964.81137450777,4350.801222984051,4530.085350082158,3969.929069806075,4061.8679551374426,3891.8524849416585,4086.698025423364,4287.526113516872,3910.939337760311,4059.264844578579,4310.492016577032,4397.543222399756,4315.06662568595
4114.072395223932,4090.0876651048184,4227.109994070485,3670.6080846303194,4101.914966619418,4276.647243702072,4255.572183160867,3873.4819442174407,4152.337457896938,4409.647818106437,4195.952284201926,4078.748744238003,4132.416900213664,4102.329701273693
4296.2116501654355,4292.021713148833,4206.299931094233,4132.297529630484,4007.5101156378573,4016.671993197634,4431.241739663372,4172.277582989946,4247.827650851658,3810.655348022602,4164.776676858045,4144.700939751695,4122.728099488715,4141.038170393565
4123.037082267177,4016.9293847478775,3913.599781604544,4105.735218803033,4365.084513096268,3972.7798300878835,4011.6356462066738,4177.292156367892,4529.498397991158,4167.691166133707,4267.8445894574925,4255.726732357655,4019.256450125011,4158.932345297487
4397.160154186034,3963.86557757589,4414.247362955746,4250.921721229299,4569.92383992134,4280.820920126668,3896.9245332659966,4526.182841684563,3974.7836762788147,3933.8837097988967,4167.7077177466135,4333.801657601098,4266.456573642948,4165.766807713684
4127.896239945852,4425.247438132884,3996.7058618971178,4014.170188240673,4334.99164613262,4255.695918508058,4329.8667690729835,4260.447764972837,4029.983876604765,4105.665552733199,4294.0682329977735,4225.318280985306,4120.475717273971,4354.821081735176
4112.018660680122,4298.867394299947,3972.743544692055,3829.1995132352245,4602.645633464435,4247.623111131202,4279.3311145338885,4067.672808842986,4498.852178655563,4024.3403237615107,3816.7136364566322,4251.3432659300925,4271.422702126144,4027.1835160348273
4414.262574102015,4345.096862162204,3999.7024931817323,3904.883936928931,4109.191754225509,3958.334959816927,4180.592083503615,3804.888005004982,4162.695137603757,4297.098511337137,4170.148639790738,4179.041391792317,4103.5396957084395,4432.508753130313
4053.3509102284143,3993.160455497075,3976.8497743886733,4600.432102284132,4329.80990532414,4497.529869561665,4454.749871672667,4072.5740203307078,3973.5664280954725,4015.662621027327,4481.3136786684445,4185.43099265865,4298.766473860587,4104.4258624087615
4156.14116696374,3995.8966520724107,4015.997252450392,4371.981760354858,4112.718532784726,4324.69457235242,4259.9768813282535,4071.268248064237,4193.493089539785,4209.152737958937,4180.037455868371,4398.378192695575,4108.471912428572,4416.67148347463
4319.543706287853,4356.02813318551,3957.7722428156385,4226.8900051362,4102.716501503991,4120.311946894369,4215.944752058358,4192.3856500001075,3808.602948659763,3904.6273178068986,3929.081912377386,4228.474493945462,3799.908694419106,4145.948385050032
4264.14174323903,4346.024389218114,4315.8584151124915,4201.771212665819,4234.721330833596,4837.330335391369,4237.292794491108,4233.6559276233065,4366.295117272819,3938.398430745235,4439.607525354526,4103.219831485649,4329.7680452845725,4227.3784839714435
4105.642091131289,4206.803212245366,4382.045338612925,4463.740186502085,3996.2305502718605,3781.5673542867876,4425.436057057861,4026.222702582706,4230.931376959751,4466.676378372746,4483.477897478038,4251.0660217188,4188.616424681017,4204.301845333583
4274.387550845555,3704.2441422315032,4243.709240525953,3918.0881772401035,4244.554105334649,3983.0315678742345,4086.201891091167,4352.808377288143,4158.886477690528,4136.550552673196,4062.404585058318,4358.8643712958,4285.556965221044,4024.6650278680486
4398.359643417872,4418.622820431863,4123.562105895087,3985.024052419819,4179.892492068334,3978.546508064375,4214.87188634861,4190.493691621025,4082.830081511375,4322.573507127892,4411.187429266284,3962.8186787008613,3798.0906554511394,3997.1089435928297
