AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
4163.088261997405,4179.992909742886,4133.321776913101,4184.105906157016,4201.033225909819,4183.586801709011,4170.777891050584,4176.919448538949,4179.476054627298,4166.140284580758,4179.982322728313,4199.490228122377,4159.489789730678,4136.940043488212
4168.1882230869,4182.573398031586,4136.919377431907,4192.305339436943,4197.970364385443,4186.679626153964,4170.777891050584,4180.504925612268,4192.8297050431065,4177.954040588998,4187.707416800183,4203.083097886625,4159.489789730678,4140.00979797055
4166.648612191958,4189.761901121538,4137.955486381324,4199.493388876173,4205.147517509728,4182.5558602273595,4170.777891050584,4185.635866941329,4207.70553322652,4191.788120088502,4174.8547493705655,4196.410625467307,4156.939098344396,4135.9063506523225
4165.622204928663,4183.089495689326,4134.357885862517,4191.799647516595,4202.0389416342405,4169.7579659723815,4166.674108949416,4165.6375594720375,4187.675057602807,4162.579036392767,4168.2091444266425,4189.224885938811,4150.257005416953,4131.270394903487
4167.675019455252,4168.712489509423,4135.883268482491,4184.105906157016,4189.741781185626,4166.167445639735,4167.700054474708,4155.901134660869,4162.559124437324,4133.849351491569,4167.163389333944,4190.764687266346,4137.934651255055,4127.699456015869
4168.701426718547,4172.804406652934,4138.962814526589,4190.752142824445,4185.124631723506,4180.493977264058,4168.726000000001,4173.3339714656295,4170.239203173876,4163.092677958342,4156.908242618448,4189.73815304799,4132.294390020599,4124.097193102922
4167.675019455252,4191.273329976349,4136.919377431907,4200.504772716869,4199.9817958342865,4188.705959411002,4168.195338521401,4175.373984283207,4187.190728313115,4172.817624933242,4153.838445410849,4189.73815304799,4135.383959868773,4126.1645787747
4169.727833981841,4202.037652552071,4137.955486381324,4201.552277409019,4216.39324788281,4182.5558602273595,4171.273175097276,4165.1430109102,4186.152879835202,4146.656147859922,4167.703133897917,4194.357557030594,4137.431698023956,4134.3714734111545
4171.267444876783,4197.945735408561,4141.524306095979,4200.504772716869,4218.450393682765,4182.058164339666,4171.803836575876,4170.7685008010985,4183.073929350729,4166.653926146334,4175.900504463264,4196.410625467307,4140.018314641032,4138.474920729381
4169.214630350194,4188.729705806058,4139.998923476006,4200.504772716869,4213.330386358434,4189.239205004959,4166.674108949416,4173.859429312581,4187.675057602807,4190.247195391776,4171.784952162966,4193.844289921416,4141.024221103227,4135.9063506523225
4170.754241245136,4191.273329976349,4137.4374319066155,4204.622549782559,4210.267524834057,4192.296479743649,4169.221284046693,4167.677572289616,4184.596107118334,4164.119961089494,4167.703133897917,4192.304488593881,4140.521267872129,4136.940043488212
4174.859870298314,4203.585945525292,4139.998923476006,4207.187130235752,4215.8903900206,4186.146380560007,4174.351011673152,4165.6375594720375,4178.957130388342,4155.901696040284,4168.715154955367,4195.38409124895,4138.473529716945,4142.578368047608
4170.754241245136,4200.010126039521,4136.401322957199,4201.010464637217,4214.884674296177,4179.498585488671,4166.143447470818,4168.2030301365685,4179.994978866254,4174.8721911955445,4166.657378805218,4192.817755703059,4131.791436789502,4134.3714734111545
4165.622204928663,4187.181412832838,4132.314448767835,4195.881303730831,4203.593229571984,4183.586801709011,4164.091556420233,4175.8994421301595,4185.633955596246,4170.249417105363,4162.035815976196,4187.171817502098,4132.294390020599,4122.061131456473
4169.214630350194,4190.757232318609,4144.114578469521,4200.504772716869,4203.593229571984,4192.829725337607,4172.829782101167,4175.373984283207,4195.389731288624,4164.119961089494,4165.139347219043,4190.251420157168,4145.1196974135955,4128.733148851758
4171.78064850843,4192.305525291829,4150.244889753567,4203.069353170063,4216.39324788281,4187.177322041658,4168.195338521401,4166.657565880827,4192.3107808041505,4170.249417105363,4165.139347219043,4194.357557030594,4141.5271743343255,4134.3714734111545
4169.727833981841,4183.089495689326,4144.114578469521,4195.375611810483,4212.324670634012,4170.255661860076,4157.935883268483,4163.0720888075075,4170.239203173876,4167.167567711909,4152.826424353399,4192.304488593881,4123.061605706874,4125.130885938811
4169.214630350194,4182.057300373846,4145.639961089494,4190.752142824445,4201.033225909819,4165.136504158084,4164.091556420233,4164.092095216297,4157.957996185244,4157.956262302587,4151.7806692607,4192.817755703059,4126.151175555046,4121.027438620584
4169.727833981841,4187.181412832838,4150.762944228275,4195.881303730831,4210.267524834057,4178.46764400702,4178.454793774319,4165.1430109102,4172.3149001297015,4149.2243556878,4165.645357747769,4199.490228122377,4140.018314641032,4127.699456015869
4171.78064850843,4189.761901121538,4148.719507133593,4198.987696955825,4223.067543144884,4196.9179415579465,4186.167073929962,4174.353977874418,4190.235083848325,4158.469903868162,4172.8307072556645,4201.54329655909,4141.5271743343255,4134.3714734111545
4173.833463035019,4187.181412832838,4151.280998702983,4193.316723277639,4222.564685282673,4201.539403372244,4186.662357976654,4186.655873350118,4191.7918565651935,4182.063173113604,4170.772931105516,4200.0034952315555,4138.473529716945,4134.3714734111545
4173.833463035019,4187.181412832838,4151.280998702983,4193.316723277639,4222.564685282673,4201.539403372244,4186.662357976654,4186.655873350118,4191.7918565651935,4182.063173113604,4170.772931105516,4200.0034952315555,4138.473529716945,4134.3714734111545
4170.2410376134885,4183.605593347067,4155.885927367056,4188.729375143053,4211.776098420691,4189.7369008926535,4179.480739299611,4182.050389868009,4183.592853589685,4179.494965285725,4161.529805447471,4204.109632104982,4135.88691309987,4130.769210498207
4168.701426718547,4184.600924544136,4155.396653696498,4193.85853604944,4202.0389416342405,4181.027222858015,4171.803836575876,4169.748494392309,4181.551751583123,4160.524470130465,4153.838445410849,4205.649433432517,4134.8810066376745,4130.769210498207
4170.754241245136,4186.149217517357,4156.922036316472,4202.057969329367,4208.210379034103,4182.058164339666,4172.299120622568,4168.728487983521,4188.71290608072,4164.119961089494,4161.529805447471,4206.675967650874,4136.928744792859,4136.940043488212
4172.807055771725,4185.633119859617,4160.001582360571,4199.999080796521,4218.450393682765,4182.5558602273595,4172.299120622568,4173.3339714656295,4185.11503135729,4174.358549629968,4166.1513682764935,4208.729036087587,4137.431698023956,4138.97610513466
4176.399481193255,4184.600924544136,4160.519636835279,4190.246450904097,4214.381816433966,4179.498585488671,4163.0656108949415,4166.657565880827,4171.2770516517885,4162.065394827191,4158.460008239872,4204.109632104982,4135.383959868773,4136.407535057602
4182.557924773021,4183.089495689326,4164.606511024644,4190.246450904097,4207.158948958571,4179.498585488671,4161.013719844358,4157.9411474784465,4163.07804867628,4146.656147859922,4158.460008239872,4203.083097886625,4139.479436179141,4137.942412298771
4187.689961089493,4186.665315175097,4169.7294941634245,4199.493388876173,4212.324670634012,4191.265538261998,4176.402902723736,4165.6375594720375,4170.239203173876,4153.333488212405,4168.715154955367,4209.727055466545,4142.569006027314,4142.578368047608
4182.557924773021,4192.305525291829,4167.686057068742,4200.504772716869,4220.507539482719,4200.0107660029,4187.6883035019455,4182.575847714961,4187.190728313115,4170.249417105363,4169.221165484092,4210.2403225757225,4138.473529716945,4141.043490806439
4171.267444876783,4189.761901121538,4158.447418936446,4195.375611810483,4222.061827420462,4191.798783855956,4185.14112840467,4187.18133119707,4201.547632257572,4173.844908064393,4163.081571068895,4207.1892347600515,4135.88691309987,4131.270394903487
4170.2410376134885,4192.821622949569,4154.87859922179,4198.445884184024,4220.507539482719,4185.648684672313,4180.01140077821,4183.070396276798,4203.0698100251775,4168.1948508430605,4164.59960265507,4208.729036087587,4136.928744792859,4131.270394903487
4175.373073929961,4202.037652552071,4155.396653696498,4203.069353170063,4223.570401007095,4186.146380560007,4175.376957198444,4182.050389868009,4188.193981841764,4165.147244220645,4169.221165484092,4210.2403225757225,4137.431698023956,4138.97610513466
4175.373073929961,4198.977930724041,4157.958145265889,4199.493388876173,4222.564685282673,4185.648684672313,4173.855727626459,4181.0303834592205,4179.476054627298,4171.790341802091,4171.278941634241,4207.70250186923,4141.5271743343255,4138.97610513466
4179.478702983139,4200.010126039521,4165.64261997406,4202.057969329367,4222.564685282673,4193.860666819257,4183.584521400779,4183.070396276798,4186.152879835202,4187.165345998322,4174.34873884184,4211.780123903258,4153.3465752651255,4138.474920729381
4186.150350194552,4202.553750209811,4170.247548638133,4205.633933623255,4226.678976882581,4198.979824521249,4188.714249027237,4189.221344014649,4194.351882810712,4191.274478522927,4180.522067292287,4216.399527885862,4159.489789730678,4141.043490806439
4185.6371465629045,4186.665315175097,4171.801712062257,4199.999080796521,4221.0103973449295,4191.798783855956,4184.115182879377,4191.786814679179,4201.547632257572,4185.145022507058,4186.155651178759,4216.399527885862,4155.39431342031,4138.474920729381
4192.3087937743185,4188.729705806058,4179.4861867704285,4206.139625543603,4217.947535820554,4192.829725337607,4185.14112840467,4186.1613247882815,4204.626582742046,4184.631380941481,4184.603885557336,4217.939329213397,4154.352481727321,4138.97610513466
4199.49364461738,4215.382463416495,4182.047678339819,4218.45683588922,4230.79326848249,4205.627619592585,4193.843976653697,4189.221344014649,4205.110912031739,4182.576814679179,4178.464291142138,4217.4260621042185,4155.897266651407,4144.113245288777
4189.742775616082,4214.350268101015,4171.283657587549,4209.751710688945,4237.970421606775,4204.596678110934,4194.869922178988,4189.221344014649,4198.468681773098,4174.358549629968,4169.727176012818,4209.727055466545,4147.706314030671,4137.4412278934915
4178.452295719844,4193.853818265049,4165.124565499352,4193.85853604944,4229.2389805447465,4184.617743190662,4182.558575875487,4165.6375594720375,4177.434952620737,4166.140284580758,4155.896221560998,4205.649433432517,4129.743698634317,4123.596008697642
4178.452295719844,4194.36991592279,4167.168002594034,4197.434500343328,4225.1246889448385,4178.965339894713,4176.933564202335,4153.86112184329,4172.3149001297015,4162.065394827191,4148.710872053101,4205.649433432517,4120.0079610894945,4115.890298466468
4185.6371465629045,4209.2261556420235,4169.7294941634245,4212.821983062486,4229.741838406958,4197.948883039598,4183.584521400779,4175.8994421301595,4197.430833295186,4176.926757457847,4158.966018768597,4208.215768978408,4130.2466518654155,4121.027438620584
4194.874811932555,4217.962951705196,4174.363203631648,4220.010032501717,4234.861845731289,4210.782327000839,4193.348692607004,4197.443213855192,4212.306661478599,4189.219912260624,4171.278941634241,4212.806658121614,4142.569006027314,4134.872657816433
4193.335201037613,4216.9307563897155,4172.809040207523,4216.903639276723,4233.856130006866,4209.751385519189,4203.077486381323,4197.937762417029,4200.509783779659,4172.817624933242,4170.266920576791,4210.753589684901,4140.018314641032,4135.9063506523225
4184.097535667963,4211.806643930724,4162.045019455253,4211.7744783703365,4231.798984206912,4208.18719844358,4200.530311284047,4198.9886781109335,4199.471935301747,4173.331266498817,4168.715154955367,4206.162700541695,4136.928744792859,4127.699456015869
4183.584332036316,4213.318072785534,4156.403981841764,4215.892255436027,4241.033283131151,4200.508461890593,4184.115182879377,4202.048697337301,4216.388865491722,4206.683725490196,4173.842728313115,4204.109632104982,4141.024221103227,4125.632070344091
4185.6371465629045,4216.414658731976,4159.483527885863,4218.962527809568,4247.159006179903,4204.0989822232405,4189.740194552529,4198.9886781109335,4219.986740215152,4197.438177309835,4171.278941634241,4205.649433432517,4138.473529716945,4127.699456015869
4184.61073929961,4215.898561074236,4164.606511024644,4215.892255436027,4245.65043259327,4217.963367666133,4211.285050583658,4203.06870374609,4213.3445099565115,4163.6063195239185,4168.715154955367,4209.242303196765,4135.383959868773,4131.270394903487
4184.61073929961,4217.446854047455,4165.64261997406,4214.880871595331,4244.599002517738,4208.720444037538,4205.1293774319065,4203.06870374609,4210.74988876173,4182.063173113604,4173.33671778439,4212.293391012436,4140.521267872129,4133.337780575265
4184.61073929961,4215.382463416495,4165.64261997406,4213.833366903182,4238.473279468985,4201.539403372244,4196.921813229572,4196.91775600824,4216.388865491722,4212.29953994049,4174.8547493705655,4212.806658121614,4141.024221103227,4132.836596169986
4181.01831387808,4211.806643930724,4165.64261997406,4212.821983062486,4231.296126344701,4216.932426184482,4208.207214007783,4196.91775600824,4216.388865491722,4200.006385137713,4170.772931105516,4209.727055466545,4136.928744792859,4128.200640421149
4181.01831387808,4211.806643930724,4166.649948119326,4212.821983062486,4239.478995193408,4213.839601739529,4210.259105058366,4202.574155184253,4205.110912031739,4181.5495315480275,4169.221165484092,4212.806658121614,4134.8810066376745,4129.234333257038
4191.795590142671,4212.322741588464,4174.363203631648,4214.880871595331,4244.0961446555275,4195.389304188602,4195.400583657588,4201.028690928511,4196.911909056229,4187.165345998322,4172.290962691692,4222.558733196002,4137.934651255055,4137.942412298771
4202.059662775616,4212.322741588464,4182.565732814527,4215.386563515679,4236.918991531243,4198.446578927291,4189.244910505837,4195.372291752498,4206.148760509651,4189.219912260624,4173.33671778439,4229.23120561532,4139.479436179141,4145.648122529946
4204.112477302205,4218.958282902267,4192.293644617381,4216.397947356375,4238.976137331197,4207.689502555887,4195.89586770428,4199.48322667277,4222.5467664606695,4178.98132372015,4173.33671778439,4231.7975411612115,4133.8391749446855,4145.648122529946
4210.752049286641,4215.382463416495,4211.807029831388,4215.892255436027,4240.53042526894,4203.601286335546,4197.452474708171,4199.48322667277,4206.667684748607,4173.331266498817,4171.278941634241,4238.47001358053,4124.103437399863,4140.510982375829
4214.8576783398175,4199.4940283817805,4227.1759792477305,4210.257402609293,4232.301842069123,4197.948883039598,4185.636412451362,4183.5958541237505,4175.878179903868,4172.303983367666,4165.645357747769,4249.733375143053,4119.505007858396,4140.00979797055
4209.725642023346,4204.102043183032,4226.139870298314,4208.704205996796,4228.187550469214,4198.446578927291,4177.959509727627,4173.3339714656295,4186.152879835202,4181.035889982452,4164.59960265507,4250.75990936141,4120.0079610894945,4140.510982375829
4205.652088197146,4221.022673533226,4214.368521400778,4215.892255436027,4231.296126344701,4204.596678110934,4193.348692607004,4185.635866941329,4210.265559472037,4201.033668268864,4171.278941634241,4237.956746471351,4119.505007858396,4139.47728953994
4200.520051880674,4214.866365758755,4199.488845654994,4215.386563515679,4234.358987869077,4198.979824521249,4202.582202334631,4191.786814679179,4195.908655527581,4196.4108941786835,4169.727176012818,4228.204671396963,4116.918391241321,4140.00979797055
4193.84840466926,4203.585945525292,4186.163333333334,4203.57504509041,4232.804699931334,4188.208263523308,4189.740194552529,4181.0303834592205,4173.837077897307,4166.140284580758,4154.344455939574,4222.045466086824,4110.775176775768,4136.407535057602
4192.3087937743185,4210.774448615244,4182.565732814527,4200.504772716869,4229.741838406958,4200.0107660029,4193.348692607004,4188.7267954528115,4191.272932326237,4167.681209277485,4153.332434882124,4219.479130540932,4103.087177386129,4134.872657816433
4195.388015564202,4219.4743805600065,4183.083787289235,4212.316291142139,4231.798984206912,4218.958759441521,4216.910062256809,4209.745109330892,4214.866687724117,4189.7335538262,4167.163389333944,4225.125068741893,4109.73334508278,4143.079552452888
4202.572866407263,4216.414658731976,4182.047678339819,4217.445452048524,4233.353272144655,4220.522946517129,4218.466669260701,4201.028690928511,4208.189862516212,4183.090456244755,4174.34873884184,4225.125068741893,4128.701866941329,4153.32250873579
4214.8576783398175,4221.538771190967,4184.091115434501,4216.397947356375,4227.1818347447925,4212.310964370185,4200.530311284047,4182.050389868009,4197.430833295186,4182.576814679179,4179.476312199588,4223.585267414359,4138.473529716945,4162.563096208133
4219.98971465629,4233.33528908217,4187.1706614786,4223.585996795606,4231.296126344701,4207.689502555887,4198.973704280156,4194.35228534371,4203.0698100251775,4203.601876096742,4182.579843442435,4226.15160296025,4137.934651255055,4169.736298008697
